"a_in","a_out","b_in","b_out","num_common_outbound_neighbours","num_common_inbound_neighbours","num_common_a_out_b_in_neighbours","b_to_a_exists","mutual_following_a"
3,25,9,0,0,0,0,0,0
16,18,25,90,4,5,3,1,6
9,0,1,0,0,0,0,0,0
7,52,82,0,0,4,6,0,6
75,305,192,0,0,11,8,0,55
165,319,1,0,0,0,0,0,41
15,103,12,0,0,1,0,0,7
11,479,55,0,0,1,2,0,11
1,0,1,0,0,0,0,0,0
35,125,35,233,0,0,0,0,24
1,0,2,0,0,0,0,0,0
3,39,1,0,0,0,0,0,2
10,14,12,0,0,8,8,0,9
36,43,84,224,24,9,11,1,15
1,0,1,0,0,0,0,0,0
214,6975,9,0,0,2,2,0,195
1,0,53,0,0,0,0,0,0
41,497,76,0,0,9,11,0,39
8,103,2,0,0,1,1,0,6
54,59,344,1991,25,27,15,0,17
104,1272,11,0,0,4,7,0,100
118,92,3,0,0,0,0,0,38
1,0,2,0,0,0,0,0,0
4,25,79,0,0,0,0,0,4
2,0,1,0,0,0,0,0,0
15,91,4,0,0,0,0,0,5
26,70,1,0,0,0,0,0,11
2,0,1,0,0,0,0,0,0
49,16,5,0,0,1,0,0,5
234,204,14,0,0,10,8,0,70
84,141,3,0,0,2,2,0,43
33,453,263,0,0,2,2,0,31
3,21,1,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0
45,6,1,0,0,0,0,0,0
69,1951,36,0,0,7,7,0,68
18,27,237,546,15,9,11,1,17
153,1944,53,157,12,6,10,0,135
1,0,1,0,0,0,0,0,0
1,5,1,0,0,0,0,0,0
4,27,1,0,0,0,0,0,4
181,35,4,0,0,0,0,0,5
70,386,22,0,0,2,2,0,55
4,4,4,0,0,0,0,0,0
9,225,8,0,0,1,1,0,3
37,245,5,0,0,3,3,0,21
26,146,1882,86403,7,4,7,0,22
24,80,13,0,0,0,0,0,12
1,0,3,0,0,0,0,0,0
1211,51152,1,0,0,0,0,0,1175
74,1957,39,0,0,12,12,0,71
814,239,9,0,0,5,2,0,89
162,1230,23,0,0,1,1,0,159
2,17,312,0,0,0,0,0,2
36,974,11,0,0,0,0,0,31
77,231,920,238,57,46,68,0,49
38,491,178,0,0,4,7,0,33
2,3,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
107,378,260,861,84,43,43,1,84
36,287,2,0,0,0,0,0,24
57,174,148,90,9,7,10,0,35
1,0,3,0,0,0,0,0,0
242,688,20,0,0,7,7,0,106
669,37638,12,0,0,9,9,0,539
62,36,60,71,14,30,12,1,20
21,133,20,0,0,3,3,0,16
1,0,2,0,0,0,0,0,0
54,90,1,0,0,0,0,0,21
69,194,1,0,0,0,0,0,44
57,139,551,5253,53,30,27,1,35
13,128,1,0,0,0,0,0,4
1,0,2,0,0,1,0,0,0
253,1195,129,0,0,30,24,0,138
208,3143,22,0,0,2,2,0,174
1,0,14,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
8,72,1,0,0,0,0,0,7
9,104,105,0,0,0,1,0,5
1,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
29,59,2,0,0,0,0,0,2
444,120,956,502,52,254,62,1,62
18,112,2,0,0,1,0,0,10
18,631,7,0,0,0,0,0,14
132,0,2,0,0,0,0,0,0
78,218,69,0,0,27,25,0,66
1,0,1,0,0,0,0,0,0
5,64,257,7929,2,1,1,0,3
1,0,2,0,0,0,0,0,0
36,199,1608,104175,130,30,30,1,35
39,511,2,0,0,0,1,0,27
214,2145,1,0,0,0,0,0,190
72,168,1,0,0,0,0,0,38
1,0,1,0,0,0,0,0,0
181,4843,89,0,0,75,71,0,165
45,666,33,555,15,3,2,1,17
40,90,1256,29554,16,2,2,0,37
18,176,39,0,0,10,9,0,17
437,2592,136,0,0,43,41,0,424
37,117,3,0,0,0,0,0,15
1,0,1,0,0,0,0,0,0
118,288,12,0,0,2,0,0,51
1103,1075,111,0,0,39,20,0,303
57,236,284,0,0,1,0,0,22
1,0,4,0,0,0,0,0,0
22,196,98,0,0,4,4,0,19
17,7,79,73,5,13,3,1,3
1,0,5,0,0,0,0,0,0
1,37,556,53,2,0,1,0,1
2,47,3654,18,1,0,5,0,0
98,189,11,0,0,7,8,0,87
20,183,1,0,0,0,0,0,19
154,7401,5,0,0,1,1,0,151
21,469,5,36,0,0,0,0,18
19,544,59,0,0,1,1,0,16
76,224,464,74,6,22,29,0,39
16,120,16,0,0,4,4,0,13
244,12,2358,187,5,175,4,0,4
343,18,2921,163,1,172,1,0,4
38,185,8,0,0,0,0,0,34
92,675,84,1953,13,9,2,0,27
27,642,21,0,0,6,9,0,27
19,31,6,0,0,1,1,0,10
26,147,376,3267,20,9,9,1,25
1,0,1,0,0,0,0,0,0
1,0,19,0,0,0,0,0,0
36,146,25,0,0,5,5,0,32
9,80,1,0,0,0,0,0,8
1,0,2,0,0,0,0,0,0
6,106,10,0,0,0,0,0,6
5,18,36,0,0,1,2,0,4
26,31,1,0,0,0,0,0,11
120,282,10,0,0,1,0,0,17
106,133,55,0,0,14,7,0,16
3,0,2,0,0,0,0,0,0
39,300,1036,18915,104,17,18,1,34
65,67,895,297,6,35,22,0,35
71,702,2,0,0,1,1,0,61
57,89,7,0,0,6,6,0,34
1,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
47,145,64,299,32,16,11,1,33
180,36,1,0,0,0,0,0,2
7,15,2,0,0,0,0,0,7
46,730,658,153,5,7,17,0,37
3,4,122,0,0,0,0,0,1
7,948,2,0,0,0,0,0,6
9,72,2,0,0,0,0,0,2
36,724,365,0,0,4,4,0,33
2,0,2,0,0,0,0,0,0
1,0,6,0,0,0,0,0,0
216,887,96,0,0,22,24,0,191
7,194,1,0,0,0,0,0,5
12,0,4,0,0,0,0,0,0
152,955,275,0,0,18,15,0,134
24,193,1,0,0,0,0,0,21
1,0,10,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
15,160,73,0,0,5,7,0,11
2,0,1,0,0,0,0,0,0
113,822,175,0,0,17,18,0,107
1,0,1,0,0,0,0,0,0
446,2086,1,0,0,0,0,0,356
6,3,29,7472,1,1,1,1,3
20,88,133,57,18,12,18,1,14
33,80,1794,60,1,9,4,0,0
30,276,1,0,0,0,0,0,25
104,193,1193,7172,58,67,55,1,79
64,367,2,0,0,0,0,0,29
5,72,2,0,0,0,0,0,5
91,443,7,0,0,4,2,0,76
11,153,1,0,0,0,0,0,7
84,302,35,0,0,23,25,0,67
1,1,3,0,0,0,0,0,1
14,65,3,0,0,2,2,0,9
1,0,1,0,0,0,0,0,0
234,22,1,0,0,0,0,0,4
514,31666,1,0,0,0,0,0,500
3,0,2,0,0,0,0,0,0
512,6498,2,0,0,0,0,0,498
62,118,1,0,0,0,0,0,55
1,5,1,0,0,0,0,0,1
128,1073,1,0,0,0,0,0,122
1,0,2,0,0,1,0,0,0
459,16840,1,0,0,1,1,0,445
75,303,11,0,0,4,3,0,30
5,120,275,0,0,1,6,0,3
8,109,3,0,0,1,1,0,5
82,1475,2,0,0,0,0,0,49
58,139,9,29,19,6,7,1,55
6,52,1,0,0,0,0,0,4
7,31,189,648,15,6,6,1,7
83,117,19,0,0,8,4,0,20
1,0,1,0,0,0,0,0,0
1,0,40,0,0,0,0,0,0
3,11,34,21,6,1,4,0,2
16,28,379,363,10,13,18,0,11
6,93,12,0,0,0,0,0,3
18,60,1,0,0,0,0,0,15
40,659,1,0,0,0,0,0,29
47,173,158,0,0,4,4,0,25
1,0,2,0,0,0,0,0,0
193,5573,58,0,0,2,3,0,167
4,53,1,0,0,0,0,0,3
1,0,1,0,0,0,0,0,0
2,0,1,0,0,1,0,0,0
1,0,1,0,0,0,0,0,0
6,0,2,0,0,0,0,0,0
14,377,42,0,0,0,0,0,10
35,616,2,0,0,0,0,0,30
40,191,1,0,0,0,0,0,13
21,1128,8,0,0,1,1,0,12
61,156,35,1847,54,14,11,1,48
114,176,128,0,0,22,13,0,55
7,948,53,0,0,1,0,0,6
5,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
58,596,6,0,0,2,1,0,35
362,3468,2,0,0,1,1,0,310
163,1025,7,0,0,1,1,0,160
134,257,48,0,0,13,8,0,58
39,163,1,0,0,0,0,0,23
2,0,3,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0
866,4229,452,0,0,188,188,0,859
2,0,4,0,0,0,0,0,0
16,34,10,14,11,9,8,1,13
1360,116782,42,0,0,31,31,0,1339
624,1274,70,0,0,22,14,0,436
1,0,2,0,0,0,0,0,0
157,4546,1,0,0,1,0,0,72
3,125,6,0,0,1,3,0,3
1,0,11,0,0,0,0,0,0
37,241,37,0,0,3,3,0,26
2,0,5,0,0,1,0,0,0
37,53,1,0,0,0,0,0,13
9,259,1,0,0,0,0,0,9
19,54,1,0,0,0,0,0,15
74,306,10,0,0,4,3,0,55
86,335,67,169,23,20,22,0,76
33,203,1,0,0,0,0,0,15
113,2582,8,0,0,1,1,0,109
101,161,1,0,0,0,0,0,32
14,103,12,0,0,1,2,0,9
71,0,1,0,0,0,0,0,0
43,155,25,0,0,0,0,0,10
44,209,1,0,0,0,0,0,21
79,1096,1177,0,0,56,54,0,76
300,648,6,0,0,0,0,0,267
49,786,1,0,0,0,0,0,40
2,28,1,0,0,0,0,0,1
1,0,3,0,0,0,0,0,0
19,76,4,0,0,0,0,0,14
1,0,5,0,0,0,0,0,0
1,0,11,0,0,0,0,0,0
3,0,2,0,0,0,0,0,0
25,162,2,0,0,0,0,0,23
15,119,2239,4519,10,5,7,0,15
5,0,2,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
1,27,1,0,0,0,0,0,0
106,1488,1,0,0,0,0,0,62
78,1133,187,0,0,13,15,0,78
1,0,5,0,0,0,0,0,0
77,407,2,0,0,1,1,0,15
450,4704,25,0,0,13,13,0,433
10,3,21,0,0,3,0,0,1
6,45,6,0,0,1,1,0,6
161,576,173,0,0,37,31,0,124
20,345,539,0,0,6,4,0,14
224,7867,1,0,0,0,0,0,205
6,0,1,0,0,0,0,0,0
61,805,3,0,0,2,2,0,55
109,517,1,0,0,0,0,0,83
1,0,2,0,0,0,0,0,0
1,0,17,0,0,0,0,0,0
4,0,3,0,0,0,0,0,0
20,101,32,0,0,0,0,0,18
23,426,188,0,0,12,15,0,17
30,125,2,0,0,0,0,0,15
35,146,226,0,0,4,3,0,30
1,12,1,0,0,0,0,0,1
26,375,1,0,0,0,0,0,21
2,3,3,0,0,0,0,0,1
170,1332,1,0,0,0,0,0,168
1,0,1,0,0,0,0,0,0
55,169,1,0,0,0,0,0,16
10,125,2,0,0,0,0,0,4
329,3645,601,0,0,145,142,0,318
83,508,15,0,0,4,7,0,77
29,86,69,283,35,12,17,1,20
26,57,1,0,0,0,0,0,17
9,16,1,0,0,0,0,0,2
73,552,3,0,0,0,0,0,65
150,1988,142,0,0,48,48,0,144
1,0,1,0,0,0,0,0,0
13,52,931,0,0,1,2,0,4
3,9,1,0,0,0,0,0,0
71,100,11,0,0,3,1,0,20
1,0,1,0,0,0,0,0,0
1,0,2,0,0,0,0,0,0
129,1011,8,0,0,0,0,0,90
172,733,88,0,0,24,20,0,144
5,54,1,0,0,0,0,0,4
9,97,290,45,2,0,1,0,7
21,193,2,0,0,0,0,0,21
1,0,1,0,0,0,0,0,0
42,302,3,0,0,0,0,0,36
1,0,1,0,0,0,0,0,0
16,149,270,19,1,1,1,0,10
7,126,12,0,0,1,0,0,2
92,187,549,2116,52,57,23,1,28
3,759,1,0,0,0,0,0,2
6,1168,1,0,0,0,0,0,3
2,34,2,0,0,0,0,0,2
2,44,134,0,0,0,2,0,1
189,381,1,0,0,0,0,0,59
401,131,63,174,12,21,10,1,113
566,68,1,0,0,0,0,0,30
62,80,48,67,9,5,6,1,58
78,1935,138,0,0,13,17,0,63
8,38,132,0,0,0,0,0,6
64,163,1,0,0,0,0,0,13
7,34,146,0,0,0,1,0,6
1,0,1,0,0,0,0,0,0
8,0,33,0,0,0,0,0,0
469,22,225,4,1,69,2,0,7
149,190,4,0,0,0,0,0,61
5,14,1,0,0,0,0,0,1
55,277,1,0,0,0,0,0,43
1,0,48,0,0,0,0,0,0
1,0,6,0,0,0,0,0,0
137,475,98,0,0,42,36,0,84
1,0,13,0,0,0,0,0,0
63,6,1,0,0,0,0,0,2
14,183,1,0,0,0,0,0,12
15,130,1,0,0,0,0,0,13
6,134,1,0,0,0,0,0,5
45,257,10,0,0,0,0,0,19
11,80,10,0,0,0,0,0,8
58,1129,1,0,0,0,0,0,36
414,3628,92,24,6,17,29,0,361
40,49,1,0,0,0,0,0,12
5,284,168,0,0,1,1,0,5
55,406,135,0,0,4,3,0,40
13,31,126,24,8,5,8,0,5
11,8,14,0,0,3,1,0,1
15,343,11,0,0,0,0,0,10
100,4079,242,0,0,55,63,0,91
11,168,1,0,0,0,0,0,10
163,24442,575,0,0,62,70,0,162
99,818,1,0,0,0,0,0,71
9,131,8,0,0,0,0,0,8
64,50,47,63,28,30,20,1,46
67,41,1,0,0,0,0,0,7
3,0,2,0,0,0,0,0,0
60,70,1,0,0,0,0,0,41
10,137,931,0,0,4,3,0,6
1,0,1,0,0,0,0,0,0
315,6520,21,0,0,8,8,0,312
6,49,11,0,0,0,0,0,5
1,0,15,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
12,80,1,0,0,0,0,0,9
3,185,1,0,0,0,0,0,3
12,105,1,0,0,0,0,0,4
158,142,1,0,0,0,0,0,41
83,349,403,6519,75,21,14,1,50
9,0,2,0,0,0,0,0,0
1,4,2,0,0,0,0,0,0
1,0,2,0,0,0,0,0,0
22,103,1,0,0,0,0,0,4
1,0,1,0,0,0,0,0,0
30,54,1,0,0,0,0,0,12
7,78,3,0,0,0,0,0,6
38,229,3,0,0,1,1,0,29
1,16,3,0,0,0,0,0,0
319,187,343,18,3,25,2,0,47
59,9303,5,0,0,0,0,0,34
29,163,106,0,0,1,1,0,28
1,0,1,0,0,0,0,0,0
33,41,1605,39,1,23,11,0,11
118,507,190,0,0,33,33,0,80
2,67,3,0,0,0,1,0,2
1,0,1,0,0,0,0,0,0
1,0,25,0,0,0,0,0,0
2,77,3,0,0,0,0,0,2
7,39,1,0,0,0,0,0,2
67,205,26,0,0,0,0,0,24
3,0,1,0,0,0,0,0,0
67,200,163,485,22,14,15,1,50
96,296,1,0,0,0,0,0,29
1,0,1,0,0,0,0,0,0
1,0,2,0,0,0,0,0,0
33,68,64,0,0,0,0,0,27
162,1230,106,0,0,43,44,0,159
103,624,4,0,0,1,1,0,68
10,74,28,214,4,2,1,1,8
324,7415,87,0,0,43,41,0,267
117,433,85,0,0,7,7,0,115
71,647,24,0,0,1,4,0,27
1,0,1,0,0,0,0,0,0
32,250,2,0,0,0,0,0,29
1,0,2,0,0,0,0,0,0
86,98,1,0,0,0,0,0,12
33,472,8,0,0,0,0,0,32
46,87,4,0,0,3,0,0,1
13,173,4,0,0,0,0,0,5
9,63,11,0,0,0,0,0,3
2,0,4,0,0,1,0,0,0
17,115,1,0,0,0,0,0,11
164,3470,344,0,0,32,34,0,146
220,167,2,0,0,0,0,0,3
1,2,4,0,0,0,0,0,0
115,1187,99,0,0,19,13,0,73
1,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
3,127,2,0,0,1,1,0,3
19,111,23,0,0,3,2,0,9
222,132,19,95,13,8,6,1,53
38,389,441,0,0,30,30,0,38
200,812,163,170,20,22,36,0,179
72,97,6,0,0,0,0,0,9
473,4348,1,0,0,0,0,0,424
24,383,1,0,0,0,0,0,23
109,532,408,0,0,16,16,0,98
1,0,2,0,0,0,0,0,0
48,716,6,0,0,1,1,0,28
1,0,1,0,0,0,0,0,0
247,105,9,0,0,1,0,0,31
1,0,1,0,0,0,0,0,0
14,41,27,0,0,1,1,0,3
9,0,1,0,0,0,0,0,0
11,55,39,198,21,6,7,1,11
1,0,1,0,0,0,0,0,0
1,0,1,0,0,1,0,0,0
11,122,1,0,0,0,0,0,7
6,83,11,0,0,0,0,0,3
33,59,3,0,0,0,0,0,21
16,335,18,0,0,0,1,0,13
6,105,7,0,0,0,1,0,5
45,166,19,0,0,0,0,0,32
33,6,309,0,0,4,0,0,1
1,0,1,0,0,0,0,0,0
28,583,2,0,0,0,0,0,12
1,0,1,0,0,1,0,0,0
8,0,3,0,0,0,0,0,0
518,1649,91,0,0,32,29,0,407
8,42,16,0,0,0,0,0,5
290,399,6,0,0,4,4,0,204
14,111,248,0,0,3,4,0,11
23,459,3,0,0,0,0,0,16
1,0,1,0,0,0,0,0,0
135,587,18,0,0,4,7,0,89
1,0,1,0,0,0,0,0,0
59,279,1,0,0,0,0,0,55
63,504,8,0,0,4,3,0,54
5,167,5,0,0,1,0,0,1
84,838,8,0,0,1,1,0,78
20,112,4,0,0,0,0,0,13
36,2475,1,0,0,0,0,0,24
3,92,1177,585,20,0,13,0,3
29,354,1,0,0,0,0,0,22
47,1177,2,0,0,0,0,0,33
6,56,1,0,0,0,0,0,6
108,3187,19,0,0,9,9,0,106
562,66,2,0,0,0,0,0,13
4,115,1,0,0,0,0,0,3
12,36,10,0,0,9,8,0,8
66,295,1,0,0,0,0,0,19
20,126,361,87,8,2,11,0,19
6,0,3,0,0,0,0,0,0
45,74,2605,690,17,28,17,0,18
2,0,1,0,0,0,0,0,0
24,350,4,0,0,0,0,0,11
31,109,10,0,0,4,5,0,14
20,100,87,59,15,6,15,0,17
285,1750,3,0,0,0,0,0,209
3,0,1,0,0,0,0,0,0
165,534,102,0,0,15,12,0,93
15,260,182,1399,59,6,16,0,13
21,1106,40,0,0,0,1,0,19
62,543,892,68853,325,51,74,0,55
299,3324,1,0,0,0,0,0,234
1,0,2,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
38,443,48,0,0,4,11,0,35
1,0,1,0,0,0,0,0,0
76,181,2,0,0,0,0,0,50
72,694,5,0,0,3,3,0,60
3,1,1,0,0,0,0,0,0
360,7855,1,0,0,0,0,0,350
42,15,1,0,0,0,0,0,0
12,7,3,0,0,0,0,0,1
1,0,2,0,0,0,0,0,0
3,94,1,0,0,0,0,0,2
49,732,10,0,0,0,2,0,48
1,0,1,0,0,0,0,0,0
48,201,1,0,0,0,0,0,35
1252,118721,2,0,0,0,0,0,621
26,42,7,0,0,0,0,0,16
1,19,34,0,0,0,0,0,0
383,2507,100,0,0,30,30,0,381
1,0,1,0,0,0,0,0,0
49,667,105,336,21,7,10,0,48
7,52,3,0,0,0,0,0,5
1,0,1,0,0,0,0,0,0
26,110,51,274,18,7,8,1,22
28,184,196,1396,13,10,10,0,15
4,0,1,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0
26,251,20,0,0,12,10,0,21
14,74,27,0,0,2,6,0,11
3,6,1,0,0,0,0,0,2
3,0,1,0,0,0,0,0,0
103,263,48,122,60,41,38,1,72
57,238,1,0,0,0,0,0,47
29,255,478,525,11,10,11,0,18
12,98,16,0,0,2,3,0,6
21,103,39,0,0,0,5,0,19
1,0,1,0,0,0,0,0,0
57,397,38,0,0,7,9,0,51
29,113,103,0,0,8,10,0,11
11,34,4,0,0,3,2,0,10
1,0,1,0,0,0,0,0,0
7,0,4,0,0,0,0,0,0
76,1,8,0,0,0,0,0,0
16,149,1,0,0,0,0,0,10
71,142,18,0,0,6,1,0,23
56,0,7,0,0,1,0,0,0
1,0,1,0,0,0,0,0,0
3,39,15,0,0,0,0,0,2
1,59,2,0,0,1,1,0,1
7,16,283,188,1,4,2,1,3
200,1448,1,0,0,0,0,0,169
1,0,2,0,0,0,0,0,0
25,219,1,0,0,0,0,0,16
12,77,61,0,0,0,1,0,10
34,139,2,0,0,0,0,0,21
1,0,1,0,0,0,0,0,0
61,132,29,255,1,2,0,1,18
74,663,840,336,8,15,31,0,61
54,262,10,0,0,1,1,0,39
4,0,1,0,0,0,0,0,0
39,197,1,0,0,0,0,0,32
12,23,41,10,1,7,2,0,3
1,0,1,0,0,0,0,0,0
401,1992,483,0,0,149,151,0,348
361,6007,9,0,0,3,3,0,360
1,0,1,0,0,0,0,0,0
1,0,2,0,0,0,0,0,0
30,218,1,0,0,0,0,0,23
4,20,2002,228,0,0,3,0,0
10,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
46,501,8,0,0,3,4,0,36
2014,42857,6,0,0,4,4,0,1774
1,0,1,0,0,0,0,0,0
15,143,17,0,0,2,3,0,14
50,295,593,7009,23,16,23,1,47
151,325,613,2344,103,79,68,1,92
1,0,1,0,0,0,0,0,0
387,2792,45,0,0,15,16,0,367
3,0,1,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0
47,371,303,0,0,9,3,0,23
195,511,5,0,0,0,0,0,131
4,0,1,0,0,0,0,0,0
503,62,2,0,0,0,0,0,1
1,0,2,0,0,0,0,0,0
12,171,786,0,0,2,3,0,9
1,0,71,0,0,0,0,0,0
66,1885,1541,171,4,9,23,0,60
5,85,383,0,0,1,0,0,3
63,0,1,0,0,0,0,0,0
3,32,444,11,0,1,0,0,1
32,1197,118,0,0,4,3,0,27
28,422,1,0,0,0,0,0,22
22,0,1,0,0,0,0,0,0
26,443,8,0,0,0,0,0,21
14,80,43,0,0,0,0,0,8
38,499,153,901,25,5,7,0,37
9,148,22,0,0,0,0,0,7
1,2,76,79,0,0,0,1,1
60,276,1,0,0,0,0,0,13
69,68,421,26,1,18,1,0,5
28,1524,1,0,0,0,0,0,25
10,59,1,0,0,0,0,0,5
186,655,36,0,0,2,3,0,122
7,69,268,91,4,3,5,0,3
11,0,1,0,0,0,0,0,0
3,0,3,0,0,0,0,0,0
2,0,132,0,0,0,0,0,0
30,118,245,8,2,2,6,0,11
18,193,7,0,0,1,3,0,2
11,22,66,119,4,3,4,0,10
24,73,92,215,9,7,13,1,16
1418,1242,2,0,0,0,0,0,259
82,326,408,0,0,11,10,0,33
133,523,826,18495,76,45,44,1,113
2,0,1,0,0,0,0,0,0
27,154,4,14,7,3,3,1,23
1,9,12,0,0,0,0,0,1
21,0,6,0,0,0,0,0,0
32,1944,1446,35429,227,12,26,1,24
71,11,2,0,0,0,0,0,0
21,244,1,0,0,0,0,0,21
469,832,1175,12829,244,200,95,1,186
23,30,401,2098,17,13,10,1,16
1,0,7,0,0,0,0,0,0
5,0,1,0,0,0,0,0,0
8,107,1,0,0,0,0,0,4
563,1,417,2462,0,173,0,1,1
1,0,1,0,0,0,0,0,0
1,0,7,0,0,0,0,0,0
33,0,1,0,0,0,0,0,0
39,219,6,0,0,5,3,0,26
38,577,29,0,0,0,2,0,26
6,16,65,6,2,6,8,0,6
316,14468,65,0,0,46,46,0,309
21,184,110,0,0,1,1,0,20
30,219,52,0,0,3,2,0,18
1,0,1,0,0,0,0,0,0
2,19,6,0,0,0,0,0,0
36,191,37,353,89,13,6,1,14
4,14,1637,59,0,0,0,0,3
182,288,103,106,53,58,35,1,65
107,162,164,557,52,54,28,0,26
9,0,7,0,0,0,0,0,0
29,33,25,0,0,2,2,0,13
30,56,1,0,0,0,0,0,2
7,0,1,0,0,0,0,0,0
1,0,3,0,0,0,0,0,0
30,43,2,0,0,0,0,0,19
1,0,1,0,0,0,0,0,0
361,87,2,0,0,0,0,0,32
1,6,3,0,0,0,0,0,0
20,88,4,0,0,0,0,0,14
23,116,309,0,0,14,15,0,22
13,35,5,0,0,0,0,0,1
61,60,1,0,0,0,0,0,8
70,102,263,0,0,4,1,0,51
16,112,2,0,0,0,0,0,6
171,2,97,9,1,81,0,1,1
65,48,33,0,0,13,2,0,6
178,7,1,0,0,0,0,0,1
6,82,1,0,0,0,0,0,2
16,195,13,0,0,1,0,0,11
13,76,3,0,0,1,1,0,10
80,25,121,0,0,27,3,0,5
202,461,2,0,0,0,0,0,86
2,0,20,0,0,0,0,0,0
48,144,361,87,18,12,20,0,30
246,127,1,0,0,0,0,0,46
17,0,1,0,0,0,0,0,0
14,639,2,0,0,0,0,0,13
67,756,15,0,0,1,1,0,57
7,109,3,0,0,0,0,0,5
2,0,11,0,0,0,0,0,0
12,72,1,0,0,0,0,0,12
21,25,1,0,0,0,0,0,10
21,205,7,0,0,0,0,0,2
1,0,1,0,0,0,0,0,0
12,122,3,0,0,2,2,0,8
84,1376,1,0,0,0,0,0,75
160,17,5,0,0,4,0,0,0
143,2219,1,0,0,0,0,0,123
3,0,1,0,0,0,0,0,0
5,97,1,0,0,0,0,0,3
53,5,22,0,0,9,2,0,3
5,50,5,0,0,1,1,0,4
97,1554,1,0,0,0,1,0,95
34,126,1,0,0,0,0,0,24
1,0,1,0,0,1,0,0,0
864,211,2921,163,11,426,24,0,27
18,93,6,0,0,0,0,0,13
3,0,1,0,0,0,0,0,0
3,22,5,0,0,2,2,0,3
19,165,2,0,0,1,1,0,12
3,48,5,0,0,1,1,0,3
4,0,1,0,0,0,0,0,0
1,0,2,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
92,184,3,0,0,1,1,0,31
1,38,4,0,0,0,0,0,0
6,24,4,0,0,1,1,0,3
205,1430,2,0,0,0,0,0,204
1,28,1,0,0,0,0,0,1
1,0,1,0,0,0,0,0,0
1,0,2,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
50,602,3,0,0,0,0,0,40
19,294,12,0,0,1,1,0,18
2,36,2,0,0,0,0,0,1
1,156,1,0,0,0,0,0,1
14,46,11,0,0,4,5,0,13
1,0,6,0,0,0,0,0,0
903,38624,61,0,0,46,46,0,841
79,103,6,0,0,0,0,0,14
106,1850,2,0,0,0,0,0,100
6,11,432,3922,2,2,1,1,2
3,6,11,0,0,1,0,0,1
24,268,81,0,0,9,8,0,9
45,260,1,0,0,0,0,0,2
169,323,1,0,0,0,0,0,17
43,168,1,0,0,0,0,0,35
28,156,2,0,0,0,0,0,23
108,7,548,0,0,31,1,0,1
3,0,1,0,0,0,0,0,0
26,18,2,0,0,0,0,0,2
80,1198,55,0,0,5,8,0,79
437,111,2,0,0,0,0,0,57
325,7018,2,0,0,1,1,0,314
31,0,7,0,0,0,0,0,0
421,8079,12,0,0,7,6,0,319
4,81,2,0,0,0,0,0,3
8,22,17,24,14,6,3,1,5
82,257,61,0,0,4,1,0,38
12,100,15,0,0,0,0,0,7
1,0,6,0,0,0,0,0,0
48,2765,2,0,0,0,0,0,31
28,136,198,0,0,1,1,0,22
35,360,1,0,0,0,0,0,26
32,180,10,0,0,8,8,0,26
2,0,1,0,0,0,0,0,0
28,467,1,0,0,0,0,0,23
8,654,2,0,0,0,0,0,4
1,0,1,0,0,0,0,0,0
29,182,3,0,0,1,2,0,25
8,35,1,0,0,0,0,0,8
28,0,1,0,0,0,0,0,0
10,59,1,0,0,0,0,0,6
32,184,28,0,0,2,1,0,21
136,269,23,64,21,10,9,1,99
1,0,1,0,0,0,0,0,0
23,241,308,0,0,0,0,0,20
19,90,7,0,0,1,0,0,7
22,64,2294,751,2,2,3,0,18
164,705,8,0,0,1,1,0,98
3,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
272,2945,640,2016,257,101,149,1,254
92,631,30,0,0,15,13,0,63
90,476,11,0,0,8,8,0,47
1,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0
551,12713,20,0,0,9,10,0,400
1,0,1,0,0,0,0,0,0
255,74,1,0,0,0,0,0,36
2,0,2,0,0,0,0,0,0
656,61390,11,0,0,6,8,0,632
523,29765,73,0,0,54,53,0,518
3,45,5,83,17,2,2,1,3
1,0,3,0,0,1,0,0,0
30,78,455,0,0,5,5,0,14
1,0,2,0,0,0,0,0,0
8,0,1,0,0,0,0,0,0
62,83,29,0,0,21,15,0,37
115,65,67,0,0,5,2,0,36
1,0,2,0,0,0,0,0,0
106,480,8,0,0,1,0,0,43
34,620,41,0,0,5,5,0,16
92,859,10,0,0,4,2,0,51
45,0,3,0,0,0,0,0,0
